ID,Sign_Name,OID,Parent_OID,Aka,Deprecated,Codepoints,PUA,Glyph,Unicode_Name,Source
s-o0000752,|AB×LAGAB|,o0000752,,,false,U+12012,,𒀒,CUNEIFORM SIGN AB TIMES LAGAB,osl
s-o0027731,|AB×LAK178|,o0027731,,,false,,,,,osl
s-o0038239,|AB×MAŠ|,o0038239,,,false,,,,,osl
s-o0000754,|AB×NUN|,o0000754,,,false,U+12370,,𒍰,CUNEIFORM SIGN AB TIMES NUN,osl
s-o0000753-2,|AB×NUN@t|,o0000753,,,false,U+12480,,𒒀,CUNEIFORM SIGN AB TIMES NUN TENU,osl
s-o0000755,|AB×ŠEŠ|,o0000755,,,false,U+12013,,𒀓,CUNEIFORM SIGN AB TIMES SHESH,osl
s-o0000756,|AB×ŠU₂|,o0000756,,,false,U+12481,,𒒁,CUNEIFORM SIGN AB TIMES SHU2,osl
s-o0038190,|AB×TAK₄|,o0038190,,,false,,,,,osl
s-o0025711,|AB×U|,o0025711,,,false,,,,,osl
s-o0000743,|AB×(U.U.U)|,o0000743,,|AB×EŠ|,false,U+12014,,𒀔,CUNEIFORM SIGN AB TIMES U PLUS U PLUS U,osl
s-o0027925,|AB×(U.U.U).KU₃.LAM.SAL|,o0027925,,|AB×(U.U.U).KUG.LAM.SAL|,false,U+12014 U+121AC U+121F4 U+122A9,,𒀔𒆬𒇴𒊩,,osl
s-o0022912,|AB×X|,o0022912,,,false,,,,,osl
s-o0000089,AB@g,o0000089,,,false,U+12015,,𒀕,CUNEIFORM SIGN AB GUNU,osl
s-o0000088-2,AB,o0000088,o0000089,,false,,,,,osl
s-o0000462,MURUB₄,o0000462,o0000089,,false,,,,,osl
s-o0221928,|AB@g.MUŠ₃|,o0221928,,,false,U+12015 U+12239,,𒀕𒈹,,osl
s-o0000742,|AB@g.MUŠ₃.ZA|,o0000742,,,false,U+12015 U+12239 U+1235D,,𒀕𒈹𒍝,,osl
s-o0000090,AB₂,o0000090,,,false,U+12016,,𒀖,CUNEIFORM SIGN AB2,osl
s-o0000757,|AB₂.AN.ŠEŠ.KI|,o0000757,,,false,U+12016 U+1202D U+122C0 U+121A0,,𒀖𒀭𒋀𒆠,,osl
s-o0000758,|AB₂.KU|,o0000758,,,false,U+12016 U+121AA,,𒀖𒆪,,osl
s-o0031624,|AB₂.LAGAB×U|,o0031624,o0000758,,false,U+12016 U+121E5,,𒀖𒇥,,osl
s-o0000769,|AB₂×KU|,o0000769,o0000758,,false,,,,,osl
s-o0000759,|AB₂.LU|,o0000759,,,false,U+12016 U+121FB,,𒀖𒇻,,osl
s-o0000763,|AB₂.ŠA₃|,o0000763,,,false,U+12016 U+122AE,,𒀖𒊮,,osl
s-o0000365,LAK386,o0000365,o0000763,,false,,,,,osl
s-o0000762,|AB₂.ŠA₃.GI|,o0000762,,,false,U+12016 U+122AE U+12100,,𒀖𒊮𒄀,,osl
s-o0027588,|(AB₂.ŠA₃)&(AB₂.ŠA₃)|,o0027588,,,false,,,,,osl
s-o0000761,|AB₂.TUG₂|,o0000761,,,false,U+12016 U+12306,,𒀖𒌆,,osl
s-o0032011,|AB₂×A|,o0032011,,,false,U+12371,,𒍱,CUNEIFORM SIGN AB2 TIMES A,osl
s-o0221962,|AB₂×AMAR@t|,o0221962,,,false,,U+F0084,󰂄,,osl
s-o0000765,|AB₂×BALAG|,o0000765,,,false,U+12017,,𒀗,CUNEIFORM SIGN AB2 TIMES BALAG,osl
s-o0000766,|AB₂×DUB₂|,o0000766,o0000765,,false,,,,,osl
s-o0000768,|AB₂×GAN₂|,o0000768,,,false,,,,,osl
s-o0000767,|AB₂×GAN₂@t|,o0000767,,,false,U+12018,,𒀘,CUNEIFORM SIGN AB2 TIMES GAN2 TENU,osl
s-o0000770,|AB₂×TAK₄|,o0000770,o0000767,,false,,,,,osl
s-o0023033,|AB₂×GUD|,o0023033,,,false,,,,,osl
s-o0000764,|AB₂×(ME.EN)|,o0000764,,,false,U+12019,,𒀙,CUNEIFORM SIGN AB2 TIMES ME PLUS EN,osl
s-o0027927,|AB₂×MU|,o0027927,,,false,,,,,osl
s-o0000771,|AB₂×ŠA₃|,o0000771,,,false,U+1201A,,𒀚,CUNEIFORM SIGN AB2 TIMES SHA3,osl
s-o0027929,|AB₂×ŠE|,o0027929,,,false,,,,,osl
s-o0023034,|AB₂×TAB|,o0023034,,,false,,,,,osl
s-o0000770-2,|AB₂×TAK₄|,o0000770,,,false,U+1201B,,𒀛,CUNEIFORM SIGN AB2 TIMES TAK4,osl
s-o0223365,|AB₂.TAK₄|,o0223365,o0000770,,false,U+12016 U+122FA,,𒀖𒋺,,osl
s-o0000091,AB₂@t,o0000091,,,false,,,,,osl
s-o0000092,AD,o0000092,,,false,U+1201C,,𒀜,CUNEIFORM SIGN AD,osl
s-o0000772,|AD.E₂|,o0000772,,,false,U+1201C U+1208D,,𒀜𒂍,,osl
s-o0000773,|AD.KID|,o0000773,,,false,U+1201C U+121A4,,𒀜𒆤,,osl
s-o0038288,|AD.KID.KID|,o0038288,o0000773,,false,U+1201C U+121A4 U+121A4,,𒀜𒆤𒆤,,osl
s-o0000774,|AD.KU|,o0000774,,,false,U+1201C U+121AA,,𒀜𒆪,,osl
s-o0000775,|AD×EŠ₂|,o0000775,,,false,U+12482,,𒒂,CUNEIFORM SIGN AD TIMES ESH2,osl
s-o0000093,AK,o0000093,,,false,U+1201D,,𒀝,CUNEIFORM SIGN AK,osl
s-o0000777,|AK×ERIN₂|,o0000777,,,false,U+1201E,,𒀞,CUNEIFORM SIGN AK TIMES ERIN2,osl
s-o0000093-2,AK,o0000093,o0000777,,false,U+1201D,,𒀝,CUNEIFORM SIGN AK,osl
s-o0000776,|AK×(ŠITA.GIŠ)|,o0000776,o0000777,,false,U+1201F,,𒀟,CUNEIFORM SIGN AK TIMES SHITA PLUS GISH,osl
s-o0001620,|KA×ERIN₂|,o0001620,o0000777,,false,U+12160,,𒅠,CUNEIFORM SIGN KA TIMES ERIN2,osl
s-o0000386,LAK493,o0000386,o0000777,,false,U+124FD,,𒓽,CUNEIFORM SIGN LAK493,osl
s-o0000778,|AK×ŠITA|,o0000778,,,true,,,,,osl
s-o0000094,AL,o0000094,,,false,U+12020,,𒀠,CUNEIFORM SIGN AL,osl
s-o0000780,|AL.ŠE|,o0000780,,,false,U+12020 U+122BA,,𒀠𒊺,,osl
s-o0000782,|AL×AL|,o0000782,,,false,U+12021,,𒀡,CUNEIFORM SIGN AL TIMES AL,osl
s-o0000783,|AL×DIM₂|,o0000783,,,false,U+12022,,𒀢,CUNEIFORM SIGN AL TIMES DIM2,osl
s-o0000784,|AL×GIŠ|,o0000784,,,false,U+12023,,𒀣,CUNEIFORM SIGN AL TIMES GISH,osl
s-o0000785,|AL×HA|,o0000785,,,false,U+12024,,𒀤,CUNEIFORM SIGN AL TIMES HA,osl
s-o0000786,|AL×KAD₃|,o0000786,,,false,U+12025,,𒀥,CUNEIFORM SIGN AL TIMES KAD3,osl
s-o0000787,|AL×KI|,o0000787,,,false,U+12026,,𒀦,CUNEIFORM SIGN AL TIMES KI,osl
s-o0000790,|AL×ŠE|,o0000790,,,false,U+12027,,𒀧,CUNEIFORM SIGN AL TIMES SHE,osl
s-o0000789,|AL×UŠ|,o0000789,,,false,U+12028,,𒀨,CUNEIFORM SIGN AL TIMES USH,osl
s-o0027532,AL@s,o0027532,,,false,,,,,osl
s-o0000095,ALAN,o0000095,,,false,U+12029,,𒀩,CUNEIFORM SIGN ALAN,osl
s-o0027931,|ALAN×GAN₂@t|,o0027931,,,false,,,,,osl
s-o0000781,|ALAN&ALAN|,o0000781,,,false,,,,,osl
s-o0000096,ALEPH,o0000096,,,false,U+1202A,,𒀪,CUNEIFORM SIGN ALEPH,osl
s-o0000097,AMAR,o0000097,,,false,U+1202B,,𒀫,CUNEIFORM SIGN AMAR,osl
s-o0031810,|AMAR×PAP|,o0031810,o0000097,,false,,,,,osl
s-o0027230,|AMAR.AMAR|,o0027230,,,false,U+1202B U+1202B,,𒀫𒀫,,osl
s-o0027228,|AMAR&AMAR|,o0027228,o0027230,,false,,,,,osl
s-o0000791,|AMAR.DA|,o0000791,,,false,U+1202B U+12055,,𒀫𒁕,,osl
s-o0027915,|AMAR.ERIN₂|,o0027915,,,false,U+1202B U+1209F,,𒀫𒂟,,osl
s-o0000792,|AMAR.GIŠ|,o0000792,,,false,U+1202B U+12111,,𒀫𒄑,,osl
s-o0000793,|AMAR.UD|,o0000793,,,false,U+1202B U+12313,,𒀫𒌓,,osl
s-o0031779,|UD.AMAR|,o0031779,o0000793,,false,U+12313 U+1202B,,𒌓𒀫,,osl
s-o0032013,|AMAR×KU₃|,o0032013,,,false,U+12372,,𒍲,CUNEIFORM SIGN AMAR TIMES KUG,osl
s-o0000795,|AMAR×ŠE|,o0000795,,,false,U+1202C,,𒀬,CUNEIFORM SIGN AMAR TIMES SHE,osl
s-o0000794,|AMAR×ŠE.AMAR×ŠE|,o0000794,,,false,U+1202C U+1202C,,𒀬𒀬,,osl
s-o0000099,AN,o0000099,,,false,U+1202D,,𒀭,CUNEIFORM SIGN AN,osl
s-o0000642,|3×AN|,o0000642,,,false,U+1202F,,𒀯,CUNEIFORM SIGN AN THREE TIMES,osl
s-o0031516,|AN.AN.AN|,o0031516,o0000642,,false,U+1202D U+1202D U+1202D,,𒀭𒀭𒀭,,osl
s-o0000643,|4×(AN.NAGA)|,o0000643,,,false,U+12031,,𒀱,CUNEIFORM SIGN AN PLUS NAGA SQUARED,osl
s-o0000798,|AN.A.LAGAB×HAL|,o0000798,,,false,U+1202D U+12000 U+121C9,,𒀭𒀀𒇉,,osl
s-o0031634,|AN.AB×HA|,o0031634,,|AN.NANŠE|,false,U+1202D U+1200F,,𒀭𒀏,,osl
s-o0000799,|AN.AN|,o0000799,,,false,U+1202D U+1202D,,𒀭𒀭,,osl
s-o0000797,|AN.3×AN|,o0000797,,,false,U+1202D U+1202F,,𒀭𒀯,,osl
s-o0000800,|AN.AŠ.A.AN|,o0000800,,,false,U+1202D U+12038 U+12000 U+1202D,,𒀭𒀸𒀀𒀭,,osl
s-o0000801,|AN.AŠ.AN|,o0000801,,,false,U+1202D U+12038 U+1202D,,𒀭𒀸𒀭,,osl
s-o0000799-2,|AN.AN|,o0000799,o0000801,,false,,,,,osl
s-o0025680,|AN.AN.AŠ|,o0025680,o0000801,,false,U+1202D U+1202D U+12038,,𒀭𒀭𒀸,,osl
s-o0000863,|AŠ.A.AN|,o0000863,o0000801,,false,U+12038 U+12000 U+1202D,,𒀸𒀀𒀭,,osl
s-o0000864,|AŠ.AN.AŠ|,o0000864,o0000801,,false,U+12038 U+1202D U+12038,,𒀸𒀭𒀸,,osl
s-o0000866,|AŠ.AŠ|,o0000866,o0000801,,false,U+12038 U+12038,,𒀸𒀸,,osl
s-o0270205,|AN&AŠ&AN|,o0270205,o0000801,,false,,U+F0097,󰂗,,osl
s-o0000802,|AN.AŠ@z.AN|,o0000802,,,false,U+1202D U+12039 U+1202D,,𒀭𒀹𒀭,,osl
s-o0000803,|AN.BARA₂|,o0000803,,,false,U+1202D U+12048,,𒀭𒁈,,osl
s-o0000804,|AN.DIŠ.AN|,o0000804,,,false,U+1202D U+12079 U+1202D,,𒀭𒁹𒀭,,osl
s-o0000805,|AN.DU.AN|,o0000805,,,false,U+1202D U+1207A U+1202D,,𒀭𒁺𒀭,,osl
s-o0000807,|AN.EN.NU.NUNUZ.NAM.AN.ŠEŠ.KI|,o0000807,,,false,U+1202D U+12097 U+12261 U+1226D U+12246 U+1202D U+122C0 U+121A0,,𒀭𒂗𒉡𒉭𒉆𒀭𒋀𒆠,,osl
s-o0221929,|AN.GU×KAK|,o0221929,,,false,U+1202D X,,𒀭X,,osl
s-o0000808,|AN.GU₂×KAK|,o0000808,,,false,U+1202D U+12119,,𒀭𒄙,,osl
s-o0000809,|AN.GU₂×NUN|,o0000809,,,false,U+1202D U+1211B,,𒀭𒄛,,osl
s-o0027933,|AN.GU₂×NUN.PA.EL|,o0027933,,,false,U+1202D U+1211B U+1227A U+12096,,𒀭𒄛𒉺𒂖,,osl
s-o0021769,|AN.GU₂×PAP|,o0021769,,,false,U+1202D X,,𒀭X,,osl
s-o0176502,|AN.GUD|,o0176502,,,false,U+1202D U+1211E,,𒀭𒄞,,osl
s-o0000810,|AN.HU.MI.IM|,o0000810,,,false,U+1202D U+12137 U+1222A U+1214E,,𒀭𒄷𒈪𒅎,,osl
s-o0027764,|AN.MI.HU|,o0027764,o0000810,,false,U+1202D U+1222A U+12137,,𒀭𒈪𒄷,,osl
s-o0000813,|AN.IM|,o0000813,,,false,U+1202D U+1214E,,𒀭𒅎,,osl
s-o0000811,|AN.IM.DUGUD|,o0000811,,,false,U+1202D U+1214E U+12082,,𒀭𒅎𒂂,,osl
s-o0000806,|AN.DUGUD|,o0000806,o0000811,,false,U+1202D U+12082,,𒀭𒂂,,osl
s-o0000812,|AN.IM.MI|,o0000812,,,false,U+1202D U+1214E U+1222A,,𒀭𒅎𒈪,,osl
s-o0031476,|AN.MI|,o0031476,o0000812,,false,U+1202D U+1222A,,𒀭𒈪,,osl
s-o0000821,|AN.NI₂.MI|,o0000821,o0000812,,false,U+1202D U+1224E U+1222A,,𒀭𒉎𒈪,,osl
s-o0018514,|IM.MI|,o0018514,o0000812,,false,U+1214E U+1222A,,𒅎𒈪,,osl
s-o0000814,|AN.ŠU₂.E₂|,o0000814,,|AN.LAK397|,false,U+1202D U+122D9 U+1208D,,𒀭𒋙𒂍,,osl
s-o0031632,|AN.ME.NAGA|,o0031632,,,false,U+1202D U+12228 U+12240,,𒀭𒈨𒉀,,osl
s-o0000815,|AN.ME.U.U.U|,o0000815,,,false,U+1202D U+1238C,,𒀭𒎌,,osl
s-o0000816,|AN.MUŠ|,o0000816,,,false,U+1202D U+12232,,𒀭𒈲,,osl
s-o0000818,|AN.MUŠ₃.AB|,o0000818,,,false,U+1202D U+12239 U+1200A,,𒀭𒈹𒀊,,osl
s-o0000817,|AN.MUŠ₃.AB@g|,o0000817,o0000818,,false,U+1202D U+12239 U+12015,,𒀭𒈹𒀕,,osl
s-o0221901,|MUŠ₃.TE.AB@g|,o0221901,o0000818,,false,U+12239 U+122FC U+12015,,𒈹𒋼𒀕,,osl
s-o0002043,|MUŠ₃.ZA|,o0002043,o0000818,,false,U+12239 U+1235D,,𒈹𒍝,,osl
s-o0000820,|AN.NA|,o0000820,,,false,U+1202D U+1223E,,𒀭𒈾,,osl
s-o0000819,|AN.NAGA|,o0000819,,,false,U+1202D U+12240,,𒀭𒉀,,osl
s-o0021447,|AN.ŠE.NAGA.GAL|,o0021447,o0000819,,false,U+1202D U+122BA U+12240 U+120F2,,𒀭𒊺𒉀𒃲,,osl
s-o0000620,|(AN.NAGA)@(AN.NAGA)|,o0000620,,,false,U+12030,,𒀰,CUNEIFORM SIGN AN PLUS NAGA OPPOSING AN PLUS NAGA,osl
s-o0027902,|(SUM.IR)@(SUM.IR)|,o0027902,o0000620,,false,,,,,osl
s-o0000822,|AN.SAG@g|,o0000822,,,false,U+1202D U+122A8,,𒀭𒊨,,osl
s-o0000823,|AN.SAL.TUG₂.IB|,o0000823,,,false,U+1202D U+1238F U+12141,,𒀭𒎏𒅁,,osl
s-o0000828,|AN.ŠE.NAGA|,o0000828,,,false,U+1202D U+122BA U+12240,,𒀭𒊺𒉀,,osl
s-o0002722,|ŠE.NAGA|,o0002722,o0000828,,false,U+122BA U+12240,,𒊺𒉀,,osl
s-o0000829,|AN.ŠEŠ.KI|,o0000829,,,false,U+1202D U+122C0 U+121A0,,𒀭𒋀𒆠,,osl
s-o0000824,|AN.TU|,o0000824,,,false,U+1202D U+12305,,𒀭𒌅,,osl
s-o0000826,|AN.U|,o0000826,,,false,U+1202D U+1230B,,𒀭𒌋,,osl
s-o0000827,|AN.ZAG|,o0000827,,,false,U+1202D U+12360,,𒀭𒍠,,osl
s-o0000796,|AN&AN|,o0000796,,,false,U+1202E,,𒀮,CUNEIFORM SIGN AN OVER AN,osl
s-o0000100,AN@180,o0000100,,,false,,,,,osl
s-o0000101,ANŠE,o0000101,,,false,U+12032,,𒀲,CUNEIFORM SIGN ANSHE,osl
s-o0000286,KIŠ,o0000286,o0000101,,false,,,,,osl
s-o0000333,LAK239,o0000333,o0000101,,false,,,,,osl
s-o0245336,LAK240,o0245336,o0000101,,false,,,,,osl
s-o0025826,LAK248@g,o0025826,o0000101,,false,,,,,osl
s-o0025828,LAK248b,o0025828,o0000101,,false,,,,,osl
s-o0001353,|GIR₃×PA|,o0001353,o0000101,,false,U+1210F,,𒄏,CUNEIFORM SIGN GIR3 TIMES PA,osl
s-o0000830,|ANŠE.AN|,o0000830,,,false,U+12032 U+1202D,,𒀲𒀭,,osl
s-o0000831,|ANŠE.ARAD|,o0000831,,,false,U+12032 U+12034,,𒀲𒀴,,osl
s-o0000840,|ARAD.ANŠE|,o0000840,o0000831,,false,U+12034 U+12032,,𒀴𒀲,,osl
s-o0031781,|LAK248@g.ARAD|,o0031781,o0000831,,false,X U+12034,,X𒀴,,osl
s-o0038380,|ANŠE.ARAD×KUR|,o0038380,o0000831,,false,U+12032 U+12035,,𒀲𒀵,,osl
s-o0245336-2,LAK240,o0245336,,,false,,,,,osl
s-o0000833,|ANŠE.IGI.EŠ₂|,o0000833,,,false,U+12032 U+12146 U+120A0,,𒀲𒅆𒂠,,osl
s-o0027766,|ANŠE.IGI|,o0027766,o0000833,,false,U+12032 U+12146,,𒀲𒅆,,osl
s-o0000832,|ANŠE.IGI.DIB|,o0000832,o0000833,,false,U+12032 U+12147,,𒀲𒅇,,osl
s-o0001495,|IGI.EŠ₂|,o0001495,o0000833,,false,,,,,osl
s-o0000834,|ANŠE.KUR.RA|,o0000834,,,false,U+12032 U+121B3 U+1228F,,𒀲𒆳𒊏,,osl
s-o0000835,|ANŠE.KUR|,o0000835,o0000834,,false,U+12032 U+121B3,,𒀲𒆳,,osl
s-o0000836,|ANŠE.PA|,o0000836,,,false,U+12032 U+1227A,,𒀲𒉺,,osl
s-o0000837,|ANŠE.SAL|,o0000837,,,false,U+12032 U+122A9,,𒀲𒊩,,osl
s-o0021775,|ANŠE×SAL|,o0021775,o0000837,,false,,,,,osl
s-o0000838,|ANŠE.UŠ|,o0000838,,,true,U+12032 U+12351,,𒀲𒍑,,osl
s-o0000839,|ANŠE×ŠA₃|,o0000839,,,false,,,,,osl
s-o0000102,APIN,o0000102,,,false,U+12033,,𒀳,CUNEIFORM SIGN APIN,osl
s-o0000103,ARAD,o0000103,,,false,U+12034,,𒀴,CUNEIFORM SIGN ARAD,osl
s-o0000840-2,|ARAD.ANŠE|,o0000840,,,false,U+12034 U+12032,,𒀴𒀲,,osl
s-o0000841,|ARAD.KU|,o0000841,,,false,U+12034 U+121AA,,𒀴𒆪,,osl
s-o0021768,|KU.ARAD|,o0021768,o0000841,,false,U+121AA U+12034,,𒆪𒀴,,osl
s-o0000842,|ARAD.RA|,o0000842,,,false,U+12034 U+1228F,,𒀴𒊏,,osl
s-o0000843,|ARAD×KUR|,o0000843,,,false,U+12035,,𒀵,CUNEIFORM SIGN ARAD TIMES KUR,osl
s-o0000104,ARKAB₂,o0000104,,,false,U+12036,,𒀶,CUNEIFORM SIGN ARKAB,osl
s-o0000844,|ARKAB₂.IB|,o0000844,,,false,U+12036 U+12141,,𒀶𒅁,,osl
s-o0000106,AŠ,o0000106,,,false,U+12038,,𒀸,CUNEIFORM NUMERIC SIGN ASH,osl
s-o0221914,AŠ@c,o0221914,o0000106,,false,U+12550,,𒕐,CUNEIFORM NUMERIC SIGN ONE N01,osl
s-o0223461,AŠ@c@90,o0223461,o0000106,,false,,,,,osl
s-o0223462,AŠ@c@v,o0223462,o0000106,,false,,,,,osl
s-o0223463,AŠ@f,o0223463,o0000106,,true,,,,,osl
s-o0223464,AŠ@v,o0223464,o0000106,,false,,U+F0009,󰀉,,osl
s-o0000866-2,|AŠ.AŠ|,o0000866,,,false,U+12038 U+12038,,𒀸𒀸,,osl
s-o0000867,|AŠ.GAN₂|,o0000867,,,false,U+12038 U+120F7,,𒀸𒃷,,osl
s-o0000868,|AŠ.HI×DIŠ.GI₄|,o0000868,,,false,U+12038 U+12131 U+12104,,𒀸𒄱𒄄,,osl
s-o0031827,|AŠ.KUN|,o0031827,,,false,U+12038 U+121B2,,𒀸𒆲,,osl
s-o0038319,|AŠ+GU₂|,o0038319,,,false,U+12038 U+12118,,𒀸𒄘,,osl
s-o0000862,|AŠ+SUR|,o0000862,,,false,U+12038 U+122E9,,𒀸𒋩,,osl
s-o0025681,|AŠ×BAD|,o0025681,,,false,,,,,osl
s-o0000860,|AŠ&AŠ.TUG₂&TUG₂.TUG₂&TUG₂.PAP|,o0000860,,,false,U+1203B,,𒀻,CUNEIFORM SIGN ASH OVER ASH TUG2 OVER TUG2 TUG2 OVER TUG2 PAP,osl
s-o0000859,|AŠ&AŠ&AŠ|,o0000859,,3(AŠ~a),false,U+1203C,,𒀼,CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH16,osl
s-o0000871,|AŠ@z&AŠ@z&AŠ@z|,o0000871,o0000859,,false,,,,,osl
s-o0000857,|AŠ&AŠ&AŠ.AŠ|,o0000857,,,true,U+1203C U+12038,,𒀼𒀸,,osl
s-o0000856,|AŠ&AŠ&AŠ.AŠ&AŠ&AŠ|,o0000856,,,false,U+1203C U+1203C,,𒀼𒀼,,osl
s-o0000854,|AŠ&AŠ&AŠ.AŠ&AŠ&AŠ.AŠ|,o0000854,,,false,U+1203C U+1203C U+12038,,𒀼𒀼𒀸,,osl
s-o0000855,|AŠ&AŠ&AŠ.AŠ&AŠ&AŠ.TAB|,o0000855,,,true,U+1203C U+1203C U+122F0,,𒀼𒀼𒋰,,osl
s-o0000858,|AŠ&AŠ&AŠ.TAB|,o0000858,,,false,U+1203C U+122F0,,𒀼𒋰,,osl
s-o0000853,|(AŠ&AŠ&AŠ)%(AŠ&AŠ&AŠ)|,o0000853,,|AŠ&AŠ&AŠ%AŠ&AŠ&AŠ|,false,U+1203D,,𒀽,CUNEIFORM SIGN ASH OVER ASH OVER ASH CROSSING ASH OVER ASH OVER ASH,osl
s-o0027534,AŠ~a,o0027534,,,false,,,,,osl
s-o0000107,AŠ@k,o0000107,,,false,U+1203A,,𒀺,CUNEIFORM SIGN ASH KABA TENU,osl
s-o0000869,|AŠ@k&AŠ@k&AŠ@k&AŠ@k|,o0000869,,,false,U+12367,,𒍧,CUNEIFORM SIGN ZIB KABA TENU,osl
s-o0223363,AŠ@t,o0223363,,AŠ@z;DIŠ@t;GE₂₃,false,U+12039,,𒀹,CUNEIFORM SIGN ASH ZIDA TENU,osl
s-o0223351,1(AŠ@t@c),o0223351,o0223363,,true,,,,,osl
s-o0000110,AŠ₂,o0000110,,,false,U+1203E,,𒀾,CUNEIFORM SIGN ASH2,osl
s-o0000872,|AŠ₂.A|,o0000872,,,false,U+1203E U+12000,,𒀾𒀀,,osl
s-o0000873,|AŠ₂.GAR₃|,o0000873,,,false,U+1203E U+120FC,,𒀾𒃼,,osl
s-o0000875,|AŠ₂.U|,o0000875,,,false,U+1203E U+1230B,,𒀾𒌋,,osl
s-o0000874,|AŠ₂.U&U|,o0000874,,,false,U+1203E X,,𒀾X,,osl
s-o0000109,AŠGAB,o0000109,,,false,U+1203F,,𒀿,CUNEIFORM SIGN ASHGAB,osl
s-o0000113,BA,o0000113,,,false,U+12040,,𒁀,CUNEIFORM SIGN BA,osl
s-o0000114,BAD,o0000114,,,false,U+12041,,𒁁,CUNEIFORM SIGN BAD,osl
s-o0000889,|BAD.AŠ|,o0000889,,,false,U+12041 U+12038,,𒁁𒀸,,osl
s-o0000890,|BAD.BAD|,o0000890,,,false,U+12041 U+12041,,𒁁𒁁,,osl
s-o0000891,|BAD.IGI.BAD|,o0000891,,,false,U+12041 U+12146 U+12041,,𒁁𒅆𒁁,,osl
s-o0000892,|BAD.KASKAL|,o0000892,,,false,U+12041 U+1219C,,𒁁𒆜,,osl
s-o0000893,|BAD.LU₂|,o0000893,,,false,U+12041 U+121FD,,𒁁𒇽,,osl
s-o0000894,|BAD.MI|,o0000894,,,false,U+12041 U+1222A,,𒁁𒈪,,osl
s-o0000895,|BAD.UD|,o0000895,,,false,U+12041 U+12313,,𒁁𒌓,,osl
s-o0031560,|UD.BAD|,o0031560,o0000895,,false,U+12313 U+12041,,𒌓𒁁,,osl
s-o0000896,|BAD.X|,o0000896,,,false,U+12041 O,,𒁁X,,osl
s-o0022937,|BAD&BAD.X|,o0022937,o0000896,,false,U+F0085 O,,󰂅x,,osl
s-o0027692,|BAD×AŠ@t|,o0027692,,,false,,,,,osl
s-o0027935,|BAD×DIŠ|,o0027935,,,false,,,,,osl
s-o0000897,|BAD×DIŠ@t|,o0000897,,1(|BAD×DIŠ@t|);1(|BAD×AŠ@t|),false,U+12483,,𒒃,CUNEIFORM SIGN BAD TIMES DISH TENU,osl
s-o0023035,|BAD&BAD|,o0023035,,,false,,U+F0085,󰂅,,osl
s-o0000115,BAD₃@90,o0000115,,,false,,,,,osl
s-o0000116,BAG₃,o0000116,,,false,U+12042,,𒁂,CUNEIFORM SIGN BAG3,osl
s-o0000117,BAHAR₂,o0000117,,,false,U+12043,,𒁃,CUNEIFORM SIGN BAHAR2,osl
s-o0031538,|DUG.LIŠ.BUR|,o0031538,o0000117,,false,U+12081 U+121FA U+12053,,𒂁𒇺𒁓,,osl
s-o0001005,|DUG.SILA₃.BUR|,o0001005,o0000117,,false,U+12081 U+122E1 U+12053,,𒂁𒋡𒁓,,osl
s-o0000167,EDIN,o0000167,o0000117,,false,,,,,osl
s-o0000898,|BAHAR₂×AB₂|,o0000898,,,false,U+12484,,𒒄,CUNEIFORM SIGN BAHAR2 TIMES AB2,osl
s-o0027703,|BAHAR₂×GU|,o0027703,,,false,,,,,osl
s-o0000899,|BAHAR₂×NI|,o0000899,,,false,U+12485,,𒒅,CUNEIFORM SIGN BAHAR2 TIMES NI,osl
s-o0000900,|BAHAR₂×ZA|,o0000900,,,false,U+12486,,𒒆,CUNEIFORM SIGN BAHAR2 TIMES ZA,osl
s-o0000118,BAL,o0000118,,,false,U+12044,,𒁄,CUNEIFORM SIGN BAL,osl
s-o0000901,|BAL&BAL|,o0000901,,,false,U+12045,,𒁅,CUNEIFORM SIGN BAL OVER BAL,osl
s-o0000119,BALAG,o0000119,,,false,U+12046,,𒁆,CUNEIFORM SIGN BALAG,osl
s-o0031812,|BALAG@BALAG|,o0031812,,,false,,,,,osl
s-o0000902,|BALAG.A|,o0000902,,,false,U+12046 U+12000,,𒁆𒀀,,osl
s-o0000903,|BALAG.LUL|,o0000903,,,false,U+12046 U+1221C,,𒁆𒈜,,osl
s-o0000904,|BALAG.TUR|,o0000904,,,false,U+12046 U+12309,,𒁆𒌉,,osl
s-o0000120,BAR,o0000120,,,false,U+12047,,𒁇,CUNEIFORM SIGN BAR,osl
s-o0000106-2,AŠ,o0000106,o0000120,,false,,,,,osl
s-o0000906,|BAR.AN|,o0000906,,,false,U+12047 U+1202D,,𒁇𒀭,,osl
s-o0000642-2,|3×AN|,o0000642,o0000906,,false,U+1202F,,𒀯,CUNEIFORM SIGN AN THREE TIMES,osl
s-o0000911,|BAR×AN|,o0000911,o0000906,,false,,,,,osl
s-o0002812,|ŠU₂.AN|,o0002812,o0000906,,false,U+122D9 U+1202D,,𒋙𒀭,,osl
s-o0000907,|BAR.EDIN|,o0000907,,,false,U+12047 U+12094,,𒁇𒂔,,osl
s-o0018562,|BAR.BAHAR₂|,o0018562,o0000907,,false,U+12047 U+12043,,𒁇𒁃,,osl
