ID,Gardiner,Subcorpus,Tokens,Docs,Source
F30-bbawgrabinschriften,F30,bbawgrabinschriften,7,7,aes
F30-bbawhistbiospzt,F30,bbawhistbiospzt,4,3,aes
F30-bbawpyramidentexte,F30,bbawpyramidentexte,2,2,aes
F30-bbawtempelbib,F30,bbawtempelbib,17,5,aes
F30-bbawtotenlit,F30,bbawtotenlit,24,14,aes
F30-sawlit,F30,sawlit,113,59,aes
F30-sawmedizin,F30,sawmedizin,125,40,aes
F30A-all,F30A,all,1,1,aes
F30A-bbawtotenlit,F30A,bbawtotenlit,1,1,aes
F31-all,F31,all,1217,373,aes
F31-bbawamarna,F31,bbawamarna,145,83,aes
F31-bbawgrabinschriften,F31,bbawgrabinschriften,37,30,aes
F31-bbawgraeberspzt,F31,bbawgraeberspzt,4,4,aes
F31-bbawhistbiospzt,F31,bbawhistbiospzt,26,10,aes
F31-bbawpyramidentexte,F31,bbawpyramidentexte,6,2,aes
F31-bbawtempelbib,F31,bbawtempelbib,46,10,aes
F31-bbawtotenlit,F31,bbawtotenlit,177,15,aes
F31-sawlit,F31,sawlit,483,153,aes
F31-sawmedizin,F31,sawmedizin,253,48,aes
F31-smaek,F31,smaek,5,3,aes
F31-tuebingerstelen,F31,tuebingerstelen,35,15,aes
F32-all,F32,all,1045,366,aes
F32-bbawamarna,F32,bbawamarna,105,61,aes
F32-bbawgrabinschriften,F32,bbawgrabinschriften,110,88,aes
F32-bbawgraeberspzt,F32,bbawgraeberspzt,13,13,aes
F32-bbawhistbiospzt,F32,bbawhistbiospzt,29,8,aes
F32-bbawpyramidentexte,F32,bbawpyramidentexte,8,2,aes
F32-bbawtempelbib,F32,bbawtempelbib,45,8,aes
F32-bbawtotenlit,F32,bbawtotenlit,48,15,aes
F32-sawlit,F32,sawlit,369,111,aes
F32-sawmedizin,F32,sawmedizin,317,59,aes
F32-tuebingerstelen,F32,tuebingerstelen,1,1,aes
F33-all,F33,all,16,13,aes
F33-bbawhistbiospzt,F33,bbawhistbiospzt,2,2,aes
F33-bbawtempelbib,F33,bbawtempelbib,4,3,aes
F33-sawlit,F33,sawlit,3,2,aes
F33-sawmedizin,F33,sawmedizin,7,6,aes
F34-all,F34,all,1791,508,aes
F34-bbawamarna,F34,bbawamarna,169,83,aes
F34-bbawgrabinschriften,F34,bbawgrabinschriften,179,144,aes
F34-bbawgraeberspzt,F34,bbawgraeberspzt,18,11,aes
F34-bbawhistbiospzt,F34,bbawhistbiospzt,69,21,aes
F34-bbawpyramidentexte,F34,bbawpyramidentexte,10,2,aes
F34-bbawtempelbib,F34,bbawtempelbib,45,9,aes
F34-bbawtotenlit,F34,bbawtotenlit,228,17,aes
F34-sawlit,F34,sawlit,831,180,aes
F34-sawmedizin,F34,sawmedizin,228,33,aes
F34-smaek,F34,smaek,4,3,aes
F34-tuebingerstelen,F34,tuebingerstelen,10,5,aes
F34_-all,F34_,all,2,2,aes
F34_-sawlit,F34_,sawlit,1,1,aes
F34_-sawmedizin,F34_,sawmedizin,1,1,aes
F35-all,F35,all,2476,990,aes
F35-bbawamarna,F35,bbawamarna,647,226,aes
F35-bbawgrabinschriften,F35,bbawgrabinschriften,613,455,aes
F35-bbawgraeberspzt,F35,bbawgraeberspzt,18,14,aes
F35-bbawhistbiospzt,F35,bbawhistbiospzt,83,29,aes
F35-bbawtempelbib,F35,bbawtempelbib,34,8,aes
F35-bbawtotenlit,F35,bbawtotenlit,198,16,aes
F35-sawlit,F35,sawlit,778,195,aes
F35-sawmedizin,F35,sawmedizin,73,31,aes
F35-smaek,F35,smaek,8,3,aes
F35-tuebingerstelen,F35,tuebingerstelen,24,13,aes
F35A-all,F35A,all,3,3,aes
F35A-bbawamarna,F35A,bbawamarna,3,3,aes
F36-all,F36,all,146,84,aes
F36-bbawamarna,F36,bbawamarna,8,7,aes
F36-bbawgrabinschriften,F36,bbawgrabinschriften,2,2,aes
F36-bbawgraeberspzt,F36,bbawgraeberspzt,3,2,aes
F36-bbawhistbiospzt,F36,bbawhistbiospzt,3,1,aes
F36-bbawpyramidentexte,F36,bbawpyramidentexte,2,2,aes
F36-bbawtempelbib,F36,bbawtempelbib,12,6,aes
F36-bbawtotenlit,F36,bbawtotenlit,34,11,aes
F36-sawlit,F36,sawlit,56,39,aes
F36-sawmedizin,F36,sawmedizin,26,14,aes
F37-all,F37,all,62,20,aes
F37-bbawamarna,F37,bbawamarna,1,1,aes
F37-bbawtotenlit,F37,bbawtotenlit,1,1,aes
F37-sawlit,F37,sawlit,32,12,aes
F37-sawmedizin,F37,sawmedizin,28,6,aes
F37A-all,F37A,all,20,16,aes
F37A-bbawamarna,F37A,bbawamarna,2,2,aes
F37A-sawlit,F37A,sawlit,15,11,aes
F37A-sawmedizin,F37A,sawmedizin,3,3,aes
F37B-all,F37B,all,134,49,aes
F37B-bbawamarna,F37B,bbawamarna,4,4,aes
F37B-bbawtempelbib,F37B,bbawtempelbib,28,6,aes
F37B-bbawtotenlit,F37B,bbawtotenlit,36,8,aes
F37B-sawlit,F37B,sawlit,19,10,aes
F37B-sawmedizin,F37B,sawmedizin,47,21,aes
F37E-all,F37E,all,4,2,aes
F37E-bbawtempelbib,F37E,bbawtempelbib,1,1,aes
F37E-bbawtotenlit,F37E,bbawtotenlit,3,1,aes
F37F-all,F37F,all,48,17,aes
F37F-bbawamarna,F37F,bbawamarna,2,2,aes
F37F-bbawtempelbib,F37F,bbawtempelbib,12,5,aes
F37F-bbawtotenlit,F37F,bbawtotenlit,33,9,aes
F37F-sawmedizin,F37F,sawmedizin,1,1,aes
F37J-all,F37J,all,20,10,aes
F37J-bbawamarna,F37J,bbawamarna,1,1,aes
F37J-sawlit,F37J,sawlit,18,8,aes
F37J-sawmedizin,F37J,sawmedizin,1,1,aes
F37N-all,F37N,all,1,1,aes
F37N-bbawtotenlit,F37N,bbawtotenlit,1,1,aes
F38-all,F38,all,2,1,aes
F38-sawlit,F38,sawlit,2,1,aes
F38A-all,F38A,all,1,1,aes
F38A-bbawamarna,F38A,bbawamarna,1,1,aes
F39-all,F39,all,786,476,aes
F39-bbawamarna,F39,bbawamarna,13,10,aes
F39-bbawgrabinschriften,F39,bbawgrabinschriften,424,341,aes
F39-bbawgraeberspzt,F39,bbawgraeberspzt,2,2,aes
F39-bbawhistbiospzt,F39,bbawhistbiospzt,3,3,aes
F39-bbawtempelbib,F39,bbawtempelbib,2,1,aes
F39-bbawtotenlit,F39,bbawtotenlit,2,1,aes
F39-sawlit,F39,sawlit,324,107,aes
F39-sawmedizin,F39,sawmedizin,6,4,aes
F39-smaek,F39,smaek,1,1,aes
F39-tuebingerstelen,F39,tuebingerstelen,9,6,aes
F39A-all,F39A,all,20,18,aes
F39A-bbawamarna,F39A,bbawamarna,3,3,aes
F39A-bbawgrabinschriften,F39A,bbawgrabinschriften,11,10,aes
F39A-bbawgraeberspzt,F39A,bbawgraeberspzt,6,5,aes
F4-all,F4,all,972,403,aes
F4-bbawamarna,F4,bbawamarna,66,50,aes
F4-bbawgrabinschriften,F4,bbawgrabinschriften,163,90,aes
F4-bbawgraeberspzt,F4,bbawgraeberspzt,31,19,aes
F4-bbawhistbiospzt,F4,bbawhistbiospzt,42,9,aes
F4-bbawpyramidentexte,F4,bbawpyramidentexte,8,2,aes
F4-bbawtempelbib,F4,bbawtempelbib,21,8,aes
F4-bbawtotenlit,F4,bbawtotenlit,63,14,aes
F4-sawlit,F4,sawlit,403,146,aes
F4-sawmedizin,F4,sawmedizin,165,58,aes
F4-smaek,F4,smaek,7,5,aes
F4-tuebingerstelen,F4,tuebingerstelen,3,2,aes
F40-all,F40,all,257,144,aes
F40-bbawamarna,F40,bbawamarna,13,12,aes
F40-bbawgrabinschriften,F40,bbawgrabinschriften,13,12,aes
F40-bbawgraeberspzt,F40,bbawgraeberspzt,5,4,aes
F40-bbawhistbiospzt,F40,bbawhistbiospzt,19,8,aes
F40-bbawpyramidentexte,F40,bbawpyramidentexte,2,2,aes
F40-bbawtempelbib,F40,bbawtempelbib,11,4,aes
F40-bbawtotenlit,F40,bbawtotenlit,39,11,aes
F40-sawlit,F40,sawlit,105,67,aes
F40-sawmedizin,F40,sawmedizin,49,23,aes
F40-tuebingerstelen,F40,tuebingerstelen,1,1,aes
F40A-all,F40A,all,2,1,aes
F40A-bbawgrabinschriften,F40A,bbawgrabinschriften,2,1,aes
F41-all,F41,all,11,11,aes
F41-sawlit,F41,sawlit,9,9,aes
F41-sawmedizin,F41,sawmedizin,2,2,aes
F41A-all,F41A,all,1,1,aes
F41A-bbawtempelbib,F41A,bbawtempelbib,1,1,aes
F41C-all,F41C,all,2,2,aes
F41C-bbawgrabinschriften,F41C,bbawgrabinschriften,2,2,aes
F42-all,F42,all,221,88,aes
F42-bbawamarna,F42,bbawamarna,6,5,aes
F42-bbawgrabinschriften,F42,bbawgrabinschriften,15,14,aes
F42-bbawhistbiospzt,F42,bbawhistbiospzt,2,1,aes
F42-bbawtempelbib,F42,bbawtempelbib,9,3,aes
F42-bbawtotenlit,F42,bbawtotenlit,37,6,aes
F42-sawlit,F42,sawlit,132,52,aes
F42-sawmedizin,F42,sawmedizin,20,7,aes
F42B-all,F42B,all,7,7,aes
F42B-bbawgrabinschriften,F42B,bbawgrabinschriften,7,7,aes
F43-all,F43,all,1,1,aes
F43-bbawgrabinschriften,F43,bbawgrabinschriften,1,1,aes
F44-all,F44,all,121,65,aes
F44-bbawgrabinschriften,F44,bbawgrabinschriften,78,36,aes
F44-bbawgraeberspzt,F44,bbawgraeberspzt,3,2,aes
F44-bbawhistbiospzt,F44,bbawhistbiospzt,2,2,aes
F44-bbawtempelbib,F44,bbawtempelbib,6,2,aes
F44-bbawtotenlit,F44,bbawtotenlit,9,4,aes
F44-sawlit,F44,sawlit,23,19,aes
F45-all,F45,all,43,15,aes
F45-bbawgrabinschriften,F45,bbawgrabinschriften,10,7,aes
F45-sawlit,F45,sawlit,3,1,aes
F45-sawmedizin,F45,sawmedizin,30,7,aes
F46-all,F46,all,332,106,aes
F46-bbawamarna,F46,bbawamarna,6,5,aes
F46-bbawgrabinschriften,F46,bbawgrabinschriften,11,11,aes
F46-bbawgraeberspzt,F46,bbawgraeberspzt,1,1,aes
F46-bbawhistbiospzt,F46,bbawhistbiospzt,1,1,aes
F46-bbawpyramidentexte,F46,bbawpyramidentexte,5,2,aes
F46-bbawtempelbib,F46,bbawtempelbib,1,1,aes
F46-bbawtotenlit,F46,bbawtotenlit,3,2,aes
F46-sawlit,F46,sawlit,53,23,aes
F46-sawmedizin,F46,sawmedizin,249,59,aes
F46-tuebingerstelen,F46,tuebingerstelen,2,1,aes
F46A-all,F46A,all,35,11,aes
F46A-bbawamarna,F46A,bbawamarna,1,1,aes
F46A-bbawgraeberspzt,F46A,bbawgraeberspzt,1,1,aes
F46A-bbawhistbiospzt,F46A,bbawhistbiospzt,27,3,aes
F46A-bbawtempelbib,F46A,bbawtempelbib,3,3,aes
F46A-sawlit,F46A,sawlit,2,2,aes
F46A-sawmedizin,F46A,sawmedizin,1,1,aes
F46C-all,F46C,all,1,1,aes
F46C-bbawgrabinschriften,F46C,bbawgrabinschriften,1,1,aes
F47-all,F47,all,35,26,aes
F47-bbawamarna,F47,bbawamarna,1,1,aes
F47-bbawgrabinschriften,F47,bbawgrabinschriften,2,2,aes
F47-bbawhistbiospzt,F47,bbawhistbiospzt,4,1,aes
F47-bbawpyramidentexte,F47,bbawpyramidentexte,3,1,aes
F47-bbawtempelbib,F47,bbawtempelbib,3,3,aes
F47-bbawtotenlit,F47,bbawtotenlit,8,7,aes
F47-sawlit,F47,sawlit,5,5,aes
F47-sawmedizin,F47,sawmedizin,9,6,aes
F47A-all,F47A,all,1,1,aes
F47A-bbawtotenlit,F47A,bbawtotenlit,1,1,aes
F48-all,F48,all,12,10,aes
F48-bbawamarna,F48,bbawamarna,5,3,aes
F48-bbawgrabinschriften,F48,bbawgrabinschriften,1,1,aes
F48-bbawtempelbib,F48,bbawtempelbib,1,1,aes
F48-sawlit,F48,sawlit,5,5,aes
F49-all,F49,all,11,5,aes
F49-bbawamarna,F49,bbawamarna,5,4,aes
F49-sawlit,F49,sawlit,6,1,aes
F5-all,F5,all,117,34,aes
F5-bbawamarna,F5,bbawamarna,1,1,aes
F5-bbawpyramidentexte,F5,bbawpyramidentexte,1,1,aes
F5-bbawtempelbib,F5,bbawtempelbib,1,1,aes
F5-bbawtotenlit,F5,bbawtotenlit,12,4,aes
F5-sawlit,F5,sawlit,19,16,aes
F5-sawmedizin,F5,sawmedizin,83,11,aes
F51-all,F51,all,2214,231,aes
F51-bbawamarna,F51,bbawamarna,13,12,aes
F51-bbawgrabinschriften,F51,bbawgrabinschriften,37,17,aes
F51-bbawgraeberspzt,F51,bbawgraeberspzt,4,3,aes
F51-bbawhistbiospzt,F51,bbawhistbiospzt,5,4,aes
F51-bbawpyramidentexte,F51,bbawpyramidentexte,1,1,aes
F51-bbawtempelbib,F51,bbawtempelbib,156,10,aes
F51-bbawtotenlit,F51,bbawtotenlit,475,16,aes
F51-sawlit,F51,sawlit,334,87,aes
F51-sawmedizin,F51,sawmedizin,1189,81,aes
F51A-all,F51A,all,3,3,aes
F51A-sawlit,F51A,sawlit,3,3,aes
F51B-all,F51B,all,335,21,aes
F51B-bbawamarna,F51B,bbawamarna,5,5,aes
F51B-bbawgraeberspzt,F51B,bbawgraeberspzt,3,3,aes
F51B-bbawhistbiospzt,F51B,bbawhistbiospzt,5,2,aes
F51B-bbawtempelbib,F51B,bbawtempelbib,68,3,aes
F51B-bbawtotenlit,F51B,bbawtotenlit,247,4,aes
F51B-sawlit,F51B,sawlit,3,2,aes
F51B-sawmedizin,F51B,sawmedizin,3,1,aes
F51B-smaek,F51B,smaek,1,1,aes
F51C-all,F51C,all,6,2,aes
F51C-bbawamarna,F51C,bbawamarna,6,2,aes
F51D-all,F51D,all,113,48,aes
F51D-bbawamarna,F51D,bbawamarna,9,8,aes
F51D-bbawgrabinschriften,F51D,bbawgrabinschriften,86,27,aes
F51D-bbawhistbiospzt,F51D,bbawhistbiospzt,1,1,aes
F51D-bbawpyramidentexte,F51D,bbawpyramidentexte,3,2,aes
F51D-bbawtempelbib,F51D,bbawtempelbib,6,4,aes
F51D-sawlit,F51D,sawlit,8,6,aes
F51F-all,F51F,all,4,3,aes
F51F-bbawgrabinschriften,F51F,bbawgrabinschriften,4,3,aes
F52-all,F52,all,4,4,aes
F52-bbawgrabinschriften,F52,bbawgrabinschriften,4,4,aes
F53-all,F53,all,1,1,aes
F53-bbawgrabinschriften,F53,bbawgrabinschriften,1,1,aes
F6-all,F6,all,15,4,aes
F6-bbawgraeberspzt,F6,bbawgraeberspzt,1,1,aes
F6-sawlit,F6,sawlit,1,1,aes
F6-sawmedizin,F6,sawmedizin,13,2,aes
F62-all,F62,all,1,1,aes
F62-bbawgrabinschriften,F62,bbawgrabinschriften,1,1,aes
F63-all,F63,all,94,81,aes
F63-bbawamarna,F63,bbawamarna,1,1,aes
F63-bbawgrabinschriften,F63,bbawgrabinschriften,11,11,aes
F63-bbawgraeberspzt,F63,bbawgraeberspzt,1,1,aes
F63-sawlit,F63,sawlit,71,58,aes
F63-sawmedizin,F63,sawmedizin,2,2,aes
F63-smaek,F63,smaek,1,1,aes
F63-tuebingerstelen,F63,tuebingerstelen,7,7,aes
F63A-all,F63A,all,21,5,aes
F63A-bbawhistbiospzt,F63A,bbawhistbiospzt,16,2,aes
F63A-sawlit,F63A,sawlit,3,1,aes
F63A-tuebingerstelen,F63A,tuebingerstelen,2,2,aes
F66-all,F66,all,1,1,aes
F66-bbawgrabinschriften,F66,bbawgrabinschriften,1,1,aes
F7-all,F7,all,14,9,aes
F7-bbawhistbiospzt,F7,bbawhistbiospzt,2,1,aes
F7-bbawtempelbib,F7,bbawtempelbib,1,1,aes
F7-bbawtotenlit,F7,bbawtotenlit,1,1,aes
F7-sawlit,F7,sawlit,10,6,aes
F7C-all,F7C,all,15,9,aes
F7C-bbawamarna,F7C,bbawamarna,2,1,aes
F7C-bbawhistbiospzt,F7C,bbawhistbiospzt,5,1,aes
F7C-bbawtempelbib,F7C,bbawtempelbib,3,3,aes
F7C-bbawtotenlit,F7C,bbawtotenlit,4,3,aes
F7C-sawlit,F7C,sawlit,1,1,aes
F8-all,F8,all,11,5,aes
F8-bbawhistbiospzt,F8,bbawhistbiospzt,4,1,aes
F8-sawlit,F8,sawlit,7,4,aes
F80-all,F80,all,2,2,aes
F80-bbawgrabinschriften,F80,bbawgrabinschriften,2,2,aes
F81-all,F81,all,21,20,aes
F81-bbawgrabinschriften,F81,bbawgrabinschriften,19,18,aes
F81-sawlit,F81,sawlit,2,2,aes
F84-all,F84,all,3,3,aes
F84-bbawgrabinschriften,F84,bbawgrabinschriften,1,1,aes
F84-sawlit,F84,sawlit,2,2,aes
F85-all,F85,all,6,6,aes
F85-bbawgrabinschriften,F85,bbawgrabinschriften,5,5,aes
F85-sawlit,F85,sawlit,1,1,aes
F88-all,F88,all,5,3,aes
F88-bbawgrabinschriften,F88,bbawgrabinschriften,2,2,aes
F88-sawmedizin,F88,sawmedizin,3,1,aes
F89-all,F89,all,1,1,aes
F89-bbawgrabinschriften,F89,bbawgrabinschriften,1,1,aes
F9-all,F9,all,34,22,aes
F9-bbawamarna,F9,bbawamarna,2,1,aes
F9-bbawgrabinschriften,F9,bbawgrabinschriften,5,4,aes
F9-bbawhistbiospzt,F9,bbawhistbiospzt,4,3,aes
F9-bbawtempelbib,F9,bbawtempelbib,1,1,aes
F9-bbawtotenlit,F9,bbawtotenlit,14,5,aes
F9-sawlit,F9,sawlit,8,8,aes
Ff1-all,Ff1,all,171,28,aes
Ff1-sawlit,Ff1,sawlit,130,16,aes
Ff1-sawmedizin,Ff1,sawmedizin,40,11,aes
Ff1-tuebingerstelen,Ff1,tuebingerstelen,1,1,aes
Ff100-all,Ff100,all,593,37,aes
Ff100-sawlit,Ff100,sawlit,501,19,aes
Ff100-sawmedizin,Ff100,sawmedizin,92,18,aes
Ff101-all,Ff101,all,423,15,aes
Ff101-sawlit,Ff101,sawlit,378,10,aes
Ff101-sawmedizin,Ff101,sawmedizin,45,5,aes
Ff203-all,Ff203,all,2,1,aes
Ff203-sawlit,Ff203,sawlit,2,1,aes
Ff301-all,Ff301,all,2,2,aes
Ff301-sawlit,Ff301,sawlit,2,2,aes
Ff303-all,Ff303,all,1,1,aes
Ff303-sawlit,Ff303,sawlit,1,1,aes
Ff4-all,Ff4,all,96,33,aes
Ff4-sawlit,Ff4,sawlit,13,10,aes
Ff4-sawmedizin,Ff4,sawmedizin,80,21,aes
Ff4-tuebingerstelen,Ff4,tuebingerstelen,3,2,aes
Ff8-all,Ff8,all,2,1,aes
Ff8-sawlit,Ff8,sawlit,2,1,aes
Ff8A-all,Ff8A,all,1,1,aes
Ff8A-sawlit,Ff8A,sawlit,1,1,aes
G-all,G,all,1,1,aes
G-sawlit,G,sawlit,1,1,aes
G1-all,G1,all,13523,863,aes
G1-bbawamarna,G1,bbawamarna,473,131,aes
G1-bbawgrabinschriften,G1,bbawgrabinschriften,458,274,aes
G1-bbawgraeberspzt,G1,bbawgraeberspzt,55,32,aes
G1-bbawhistbiospzt,G1,bbawhistbiospzt,128,11,aes
G1-bbawpyramidentexte,G1,bbawpyramidentexte,35,2,aes
G1-bbawtempelbib,G1,bbawtempelbib,761,11,aes
G1-bbawtotenlit,G1,bbawtotenlit,1751,18,aes
G1-sawlit,G1,sawlit,6411,268,aes
G1-sawmedizin,G1,sawmedizin,3430,106,aes
G1-smaek,G1,smaek,5,2,aes
G1-tuebingerstelen,G1,tuebingerstelen,16,8,aes
G10-all,G10,all,1,1,aes
G10-sawlit,G10,sawlit,1,1,aes
G104-all,G104,all,1,1,aes
G104-bbawamarna,G104,bbawamarna,1,1,aes
G106-all,G106,all,18,14,aes
G106-bbawamarna,G106,bbawamarna,3,2,aes
G106-bbawhistbiospzt,G106,bbawhistbiospzt,4,4,aes
G106-sawlit,G106,sawlit,11,8,aes
G11-all,G11,all,6,5,aes
G11-bbawgraeberspzt,G11,bbawgraeberspzt,1,1,aes
G11-bbawtempelbib,G11,bbawtempelbib,3,2,aes
G11-sawlit,G11,sawlit,2,2,aes
G111-all,G111,all,1,1,aes
G111-sawlit,G111,sawlit,1,1,aes
G113-all,G113,all,2,2,aes
G113-bbawtempelbib,G113,bbawtempelbib,2,2,aes
G12-all,G12,all,4,3,aes
G12-bbawgrabinschriften,G12,bbawgrabinschriften,1,1,aes
G12-bbawtempelbib,G12,bbawtempelbib,2,1,aes
G12-smaek,G12,smaek,1,1,aes
G127-all,G127,all,1,1,aes
G127-sawlit,G127,sawlit,1,1,aes
G13-all,G13,all,3,3,aes
G13-bbawhistbiospzt,G13,bbawhistbiospzt,1,1,aes
G13-sawlit,G13,sawlit,2,2,aes
G130-all,G130,all,5,3,aes
G130-sawlit,G130,sawlit,5,3,aes
G131-all,G131,all,30,30,aes
G131-bbawgrabinschriften,G131,bbawgrabinschriften,28,28,aes
G131-sawlit,G131,sawlit,2,2,aes
G131B-all,G131B,all,24,22,aes
G131B-bbawgrabinschriften,G131B,bbawgrabinschriften,24,22,aes
G133-all,G133,all,1,1,aes
G133-sawlit,G133,sawlit,1,1,aes
G139-all,G139,all,5,3,aes
G139-bbawamarna,G139,bbawamarna,1,1,aes
G139-bbawtempelbib,G139,bbawtempelbib,3,1,aes
G139-sawlit,G139,sawlit,1,1,aes
G14-all,G14,all,374,191,aes
G14-bbawamarna,G14,bbawamarna,28,27,aes
G14-bbawgrabinschriften,G14,bbawgrabinschriften,20,20,aes
G14-bbawgraeberspzt,G14,bbawgraeberspzt,8,7,aes
G14-bbawhistbiospzt,G14,bbawhistbiospzt,21,14,aes
G14-bbawpyramidentexte,G14,bbawpyramidentexte,4,2,aes
G14-bbawtempelbib,G14,bbawtempelbib,45,9,aes
G14-bbawtotenlit,G14,bbawtotenlit,42,12,aes
G14-sawlit,G14,sawlit,113,60,aes
G14-sawmedizin,G14,sawmedizin,72,32,aes
G14-tuebingerstelen,G14,tuebingerstelen,21,8,aes
G141-all,G141,all,15,4,aes
G141-bbawgrabinschriften,G141,bbawgrabinschriften,15,4,aes
G143-all,G143,all,1,1,aes
G143-bbawgrabinschriften,G143,bbawgrabinschriften,1,1,aes
G144-all,G144,all,1,1,aes
G144-bbawtempelbib,G144,bbawtempelbib,1,1,aes
G14_-all,G14_,all,1,1,aes
G14_-sawlit,G14_,sawlit,1,1,aes
G15-all,G15,all,16,13,aes
G15-bbawamarna,G15,bbawamarna,2,1,aes
G15-bbawgrabinschriften,G15,bbawgrabinschriften,4,3,aes
G15-bbawhistbiospzt,G15,bbawhistbiospzt,2,2,aes
G15-bbawtempelbib,G15,bbawtempelbib,2,2,aes
G15-sawlit,G15,sawlit,3,2,aes
G15-smaek,G15,smaek,2,2,aes
G15-tuebingerstelen,G15,tuebingerstelen,1,1,aes
G158-all,G158,all,1,1,aes
G158-bbawgrabinschriften,G158,bbawgrabinschriften,1,1,aes
G16-all,G16,all,61,52,aes
G16-bbawamarna,G16,bbawamarna,13,13,aes
G16-bbawgrabinschriften,G16,bbawgrabinschriften,8,8,aes
G16-bbawhistbiospzt,G16,bbawhistbiospzt,8,8,aes
G16-bbawtempelbib,G16,bbawtempelbib,2,1,aes
G16-bbawtotenlit,G16,bbawtotenlit,3,3,aes
G16-sawlit,G16,sawlit,27,19,aes
G165-all,G165,all,1,1,aes
G165-sawmedizin,G165,sawmedizin,1,1,aes
G167-all,G167,all,1,1,aes
G167-sawlit,G167,sawlit,1,1,aes
G16A-all,G16A,all,4,4,aes
G16A-bbawamarna,G16A,bbawamarna,1,1,aes
G16A-bbawgrabinschriften,G16A,bbawgrabinschriften,2,2,aes
G16A-sawlit,G16A,sawlit,1,1,aes
G16B-all,G16B,all,1,1,aes
G16B-sawlit,G16B,sawlit,1,1,aes
G17-all,G17,all,23407,1454,aes
G17-bbawamarna,G17,bbawamarna,581,121,aes
G17-bbawgrabinschriften,G17,bbawgrabinschriften,1591,818,aes
G17-bbawgraeberspzt,G17,bbawgraeberspzt,192,56,aes
G17-bbawhistbiospzt,G17,bbawhistbiospzt,422,20,aes
G17-bbawpyramidentexte,G17,bbawpyramidentexte,132,2,aes
G17-bbawtempelbib,G17,bbawtempelbib,1896,11,aes
G17-bbawtotenlit,G17,bbawtotenlit,4485,18,aes
G17-sawlit,G17,sawlit,8778,280,aes
G17-sawmedizin,G17,sawmedizin,5273,110,aes
G17-smaek,G17,smaek,9,5,aes
G17-tuebingerstelen,G17,tuebingerstelen,48,13,aes
G175-all,G175,all,85,20,aes
G175-sawlit,G175,sawlit,4,4,aes
G175-sawmedizin,G175,sawmedizin,81,16,aes
G17A-all,G17A,all,1,1,aes
G17A-bbawtempelbib,G17A,bbawtempelbib,1,1,aes
G17_-all,G17_,all,5,3,aes
G17_-sawlit,G17_,sawlit,2,2,aes
G17_-sawmedizin,G17_,sawmedizin,3,1,aes
G18-all,G18,all,11,6,aes
G18-bbawamarna,G18,bbawamarna,2,2,aes
G18-bbawhistbiospzt,G18,bbawhistbiospzt,6,1,aes
G18-sawlit,G18,sawlit,1,1,aes
G18-sawmedizin,G18,sawmedizin,2,2,aes
G19-all,G19,all,1,1,aes
G19-bbawamarna,G19,bbawamarna,1,1,aes
G191-all,G191,all,16,13,aes
G191-bbawgrabinschriften,G191,bbawgrabinschriften,10,10,aes
G191-bbawtotenlit,G191,bbawtotenlit,2,1,aes
G191-sawlit,G191,sawlit,4,2,aes
G191B-all,G191B,all,1,1,aes
G191B-bbawgrabinschriften,G191B,bbawgrabinschriften,1,1,aes
G192-all,G192,all,48,41,aes
G192-bbawamarna,G192,bbawamarna,2,2,aes
G192-bbawgrabinschriften,G192,bbawgrabinschriften,37,37,aes
G192-bbawtempelbib,G192,bbawtempelbib,9,2,aes
G197-all,G197,all,1,1,aes
G197-sawlit,G197,sawlit,1,1,aes
G1_-all,G1_,all,1,1,aes
G1_-sawmedizin,G1_,sawmedizin,1,1,aes
G2-all,G2,all,29,18,aes
G2-bbawamarna,G2,bbawamarna,2,2,aes
G2-sawlit,G2,sawlit,27,16,aes
G20-all,G20,all,88,22,aes
G20-bbawamarna,G20,bbawamarna,6,5,aes
G20-bbawgraeberspzt,G20,bbawgraeberspzt,2,2,aes
G20-bbawhistbiospzt,G20,bbawhistbiospzt,62,10,aes
G20-bbawtotenlit,G20,bbawtotenlit,1,1,aes
G20-sawlit,G20,sawlit,17,4,aes
G21-all,G21,all,240,104,aes
G21-bbawamarna,G21,bbawamarna,19,14,aes
G21-bbawgrabinschriften,G21,bbawgrabinschriften,1,1,aes
G21-bbawhistbiospzt,G21,bbawhistbiospzt,5,2,aes
G21-bbawpyramidentexte,G21,bbawpyramidentexte,6,2,aes
G21-bbawtempelbib,G21,bbawtempelbib,11,6,aes
G21-bbawtotenlit,G21,bbawtotenlit,23,11,aes
G21-sawlit,G21,sawlit,64,38,aes
G21-sawmedizin,G21,sawmedizin,105,26,aes
G21-smaek,G21,smaek,1,1,aes
G21-tuebingerstelen,G21,tuebingerstelen,5,3,aes
G213B-all,G213B,all,1,1,aes
G213B-sawlit,G213B,sawlit,1,1,aes
G215-all,G215,all,1,1,aes
G215-sawlit,G215,sawlit,1,1,aes
G216A-all,G216A,all,1,1,aes
G216A-smaek,G216A,smaek,1,1,aes
G21A-all,G21A,all,8,8,aes
G21A-bbawamarna,G21A,bbawamarna,1,1,aes
G21A-bbawhistbiospzt,G21A,bbawhistbiospzt,1,1,aes
G21A-sawlit,G21A,sawlit,6,6,aes
G21B-all,G21B,all,27,18,aes
G21B-bbawgraeberspzt,G21B,bbawgraeberspzt,23,15,aes
